Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Indicator,OrderVal
2019-10-01 00:00:00-04:00,4.352574950855627,4.501806186906424,4.32297757022471,4.32770299911499,366008000,0.0,0.0,NVDA,1,139.76496386575826
2019-10-02 00:00:00-04:00,4.305814982314352,4.31775355447849,4.231448199766684,4.303825378417969,293372000,0.0,0.0,NVDA,-1,172.2938609827184
2019-10-03 00:00:00-04:00,4.30830338040873,4.5157345856427185,4.277959778078787,4.509516716003418,450588000,0.0,0.0,NVDA,1,55.95854897306298
2019-10-04 00:00:00-04:00,4.511755550665434,4.555281593180711,4.446591489477808,4.525932788848877,265524000,0.0,0.0,NVDA,1,179.87694680511493
2019-10-07 00:00:00-04:00,4.59084836000664,4.684366425041341,4.582143246207831,4.584630489349365,480984000,0.0,0.0,NVDA,-1,52.052336310614585
2019-10-08 00:00:00-04:00,4.492852026390042,4.492852026390042,4.389882648862326,4.408039093017578,444436000,0.0,0.0,NVDA,0,100.69867346572381
2019-10-09 00:00:00-04:00,4.484892277508852,4.544087501952853,4.4560411225653045,4.494592189788818,292412000,0.0,0.0,NVDA,-1,167.70133085230776
2019-10-10 00:00:00-04:00,4.492354234764321,4.603282488532227,4.487131168314969,4.552295207977295,309124000,0.0,0.0,NVDA,0,38.257563065127215
2019-10-11 00:00:00-04:00,4.636363570264359,4.709237937295452,4.6174609036884755,4.625917434692383,446404000,0.0,0.0,NVDA,1,137.27265222702147
2019-10-14 00:00:00-04:00,4.617210950919804,4.660239343503863,4.586121132212511,4.639347076416016,200040000,0.0,0.0,NVDA,1,145.1389748284442
2019-10-15 00:00:00-04:00,4.7296336943016755,4.956713831990641,4.715705037232295,4.884087562561035,664124000,0.0,0.0,NVDA,-1,165.57843096692812
2019-10-16 00:00:00-04:00,4.85001215847621,4.954971616075446,4.818922336947517,4.8303632736206055,428944000,0.0,0.0,NVDA,1,113.49067745279025
2019-10-17 00:00:00-04:00,4.874884352229005,4.919902355311818,4.7778837816638395,4.832353591918945,263436000,0.0,0.0,NVDA,-1,143.289391685142
2019-10-18 00:00:00-04:00,4.832850179165665,4.865432438889939,4.663472904014173,4.737839698791504,307440000,0.0,0.0,NVDA,1,198.42993877620378
2019-10-21 00:00:00-04:00,4.799273791765229,4.8885640539462045,4.780371125805909,4.875133037567139,261868000,0.0,0.0,NVDA,0,86.64769743473659
2019-10-22 00:00:00-04:00,4.932089864032561,5.03729791628583,4.8574744731088835,4.865184783935547,328720000,0.0,0.0,NVDA,0,77.74812942848791
2019-10-23 00:00:00-04:00,4.783107316807916,4.866427814808763,4.751271273511901,4.852251052856445,279916000,0.0,0.0,NVDA,-1,127.94557539662765
2019-10-24 00:00:00-04:00,4.893536837642138,4.9298497198776445,4.859462615705919,4.896273136138916,232020000,0.0,0.0,NVDA,1,34.00639269754124
2019-10-25 00:00:00-04:00,4.976859169524239,5.108182558026213,4.969148858881655,5.087290287017822,423092000,0.0,0.0,NVDA,0,110.81036798897256
2019-10-28 00:00:00-04:00,5.131064263826471,5.195731153660349,5.101715462840059,5.143251895904541,330792000,0.0,0.0,NVDA,-1,136.77032143186057
2019-10-29 00:00:00-04:00,5.129321305797266,5.1357882295369475,5.027595817367738,5.046995639801025,211236000,0.0,0.0,NVDA,0,110.06090208656788
2019-10-30 00:00:00-04:00,5.073858864295298,5.079579569924972,4.980837980085249,5.048986911773682,205960000,0.0,0.0,NVDA,0,69.71161867308416
2019-10-31 00:00:00-04:00,5.0280941182036285,5.048986385362047,4.919901681566824,4.999740123748779,209732000,0.0,0.0,NVDA,0,20.955188221692595
2019-11-01 00:00:00-04:00,4.964422004976594,5.071122474910561,4.939301473301272,5.03878927230835,283640000,0.0,0.0,NVDA,-1,124.61742828998148
2019-11-04 00:00:00-05:00,5.119870504677958,5.24796086501978,5.096740054250207,5.235524654388428,376716000,0.0,0.0,NVDA,-1,51.76281265263199
2019-11-05 00:00:00-05:00,5.23527646486896,5.261391797562708,5.165386521379289,5.2133893966674805,300868000,0.0,0.0,NVDA,0,148.047839688694
2019-11-06 00:00:00-05:00,5.18926457418773,5.214882273134978,5.076594802274836,5.164144039154053,269012000,0.0,0.0,NVDA,-1,165.45604905372426
2019-11-07 00:00:00-05:00,5.250697901826537,5.265372301685918,5.137033329806111,5.181802749633789,280340000,0.0,0.0,NVDA,1,115.53536467871417
2019-11-08 00:00:00-05:00,5.164889929772589,5.1994617952811035,5.12733318340097,5.167874336242676,189100000,0.0,0.0,NVDA,1,118.89466021495512
2019-11-11 00:00:00-05:00,5.167127876638158,5.2009535203637824,5.080822507835788,5.177823066711426,243436000,0.0,0.0,NVDA,1,99.7469429975712
2019-11-12 00:00:00-05:00,5.216125220893545,5.269351162720486,5.181055720995538,5.2133893966674805,283504000,0.0,0.0,NVDA,0,132.1483145214183
2019-11-13 00:00:00-05:00,5.1820502887487505,5.2096580604604865,5.1211145152183954,5.1875224113464355,300188000,0.0,0.0,NVDA,0,16.38484636280264
